笑位有但一般般，已特務加搞笑做題材，去得唔盡冇突破，明明最為最重要特務既道具又講得小，肥騰騰既女主角咩事咁好打，槍法如神槍手又唔講，零代入感，唯有字幕全神較為亮眼~,negative
"進場觀賞前少不免會拿這部電影跟上年八月的22 jump street作一個高下比較 主要是笑點比喻深度以及殘留歡樂聯想
可惜這兩方面都被強烈黃色諷刺還有多重預告洩漏劇情遂湮沒
所以整體來說 離開電影院後便沒什麼起伏的衝擊 遑論什麼思考性反省
有時總希望喜悅過後腦海裡能充滿該電影獨有的味道 例如是金句 遺憾聚攏聽覺卻無法捕獲

囧探用的是兄弟倆稍微分歧的變奏 最後團結以臥底警員身份成功粉碎危機 嘍囉黑幫味甚濃
而凸務在短時間內形容一位曾經因外表跟年紀而失落的女人如何跟自戀型男 配合亂打亂撞 極度疑似瘋漢的所謂高手去瓦解跨國犯罪集團 語氣與表現在過程中皆顯露強大女權 刻意明示雌性不容少覷的多功能

起初得知jason破格與melissa同台飾演笑星
難免會覺得有點勉強...或者應該說是不入流
本打算失望而回之際 他倆的冷嘲火花竟教我刮目相看
不禁會心一忖 有時越是嚴肅的人偏越易大放笑彈

總括而言 劇情和結局乃可想而知之路
然而根據娛樂性層面 必屬於優質特務喜劇加上三位通力已經值回票價
唯一驚訝反倒是rose的老態 縱然眼神仍流露出角色絕對定位的精湛技巧 惋惜老態畢現 使人無奈",negative
吾係好好笑姐，一般。,negative
"但係我真係麻麻。

女角很賣力地演出。我更喜歡她在聖瘟神Saint Vincent中的表現",negative
標題一句講完，係好好笑，但完全無內涵。,negative
男再OK，女角唔吸引。一集起兩集止,negative
"原以為好多肢體動作笑位，原來大部份預告片發生了，女主角幾個老土造型，80用夠膩了，不會是笑點吧，最失望jason, 大配角一名，這套是我今年至今第一套後悔入場之作。。。",negative
中段有D悶，套戲拖得大長！,negative
但浪費了jason,negative
"笑位得一個，上車，反車，其他笑位一般炸wow，都唔知呢度有幾多打手，唉!

揸一野波就笑姐，再揸就冇效架啦!
成日argue多過做野，但對話都係得些少笑位，有種拖既感覺...
仲有好多唔logic既位...

爛gag一大堆...
Jude羅好似大咖哩啡咁...

可能因為見咁高分，又想笑下，點知入左去好失望咁出返來...

Hong Kong Movies你地留意下打手問題啦!",negative
Very Americans movie. Not really that good . 可以不看。,negative
看影評有4.5分諗住好睇好笑。但入場睇後覺得啲笑位好一般，很少笑得出。好多是以粗口做笑點，當角色一講野你大概會估到個笑位會點出黎，無突如其來的幽默位。我睇到訓著，同埋唔多中意個女主角。套片太強調女主角肥胖，論盡，直腸直肚的個性為主的笑位，無乜驚喜。雖然也有爆笑位，但不足以彌補整體感覺，自己中間訓左也有miss啲笑位，最後沒埋尾就走左唔睇,negative
本以為大家這麼高的給分和讚譽，應該是一部笑料不斷的喜劇，說實話，如果說是動作喜劇我覺得還ok，喜劇部分其實大部分的笑料都在宣傳片裏看到了吧，反轉劇情意料之中。,negative
悶膠，主角唔靚仔靚女！勁多廢話！未到中場已好想走！,negative
總體符合預期：MMC好打得但講太多廢話，但JudyLaw段獨腳戲好突出，冇死個理由太牽強，光頭佬陪襯角色做到足，個Mi6 幫MMC恰到好處。笑位多，但唔深刻，太多血腥位，打左折扣。<<戇豆>>美國版。,negative
"(預左比人dislike)
睇倒imdb同rotten tomatoes啲分咁低都知咩事啦 文戲實在太多 時空理念係好既 但係講得太詳盡 搞到前部分好悶 ko敵人又打得唔過隱 末日博士咁易就死? 唔係掛 睇落好似為完場而打咁 真係唔覺得有幾緊湊同刺激
如果有人真係覺得值5星 只能講各人口味唔同
真心講句:呢套係近期最差既Marvel漫畫改編電影",negative
開頭劇情發展太慢。😕,negative
One of the most boring Marvel,negative
故事有D鬆散，劇情交代太多點樣成為超級英雄，反而打鬥草草了事，Stan Lee無客串。可想言知....,negative
"1. 喺九十年代, Marvel將Fantastic Four嘅人物賣左比Fox Studio, 只要Fox每一段時間嘔一套戲出黎就可以保存住Fantastic Four係版權 (Spiderman, X-men情況不相伯仲)
2. 承上點, 導演Josh Trank不斷比Fox比壓力要喺deadline前完成套戲, Trank變到好憎個project, 每次去拍戲一係就爛醉, 一係就不停喺度鬧人, 一係就拖住隻狗喺度周圍破壞個佈景

3. Fox決定要重拍套戲嘅好多幕, 資金全部去晒嗰度, 連轉3D, 廣告嘅錢都冇, 令到套戲好遲先開嘅promote


可想而知, 好差。",negative
有期待，但失望。故事有點舊，無咩新意。選角減分,negative
攪咩呀？咩導演咩演員，投訴佢出爛片啦，唔識拍唔好學人拍啦,negative
選角已覺麻麻，故事有點悶。如果唔係特技救番，幾乎可以話係爛片,negative
on9，科幻片，英雄片過來客串only,negative
This is a very violence movie don't give much hope on it .👎🏼👎🏼👎🏼😓😓,negative
悶到起碼釣左三次魚。,negative
"So I want to watch the movie simply because I'm a John green fan and I really like Cara. I've read the book at least 5 times before I watched the film, needless to say I'm quit disappointed about the outcome. The movie is nothing like the book, I don't know if they altered it to fit for the big screen or what, but in my opinion the script writer did a really shitty job. The movie focused on the road trip the group took whereas the book focused on the investigation and did a really good job handling what happened after Q found margo. The movies ending is so underwhelming that I left with confusion and a frown on my face. Not a clear massage is being bought out and it's like a story unfinished. I wish next time before someone wants to make johns book into a movie they would at least read the damn thing",negative
完全無劇情可言，超級悶，節奏慢，格梗拖長時間,negative
"節省一向快的香港，人自然會對""慢""產生極大的厭惡感。而這套日本風格的台灣電影，正正就以香港人最不習慣的方式說故事。電影不斷埋下伏筆，讓人心癢癢的，腦子充滿問號。但其實電影賣的不止是故事，還有感情，氣氛，思考等等
有如茶一樣，慢慢品嘗，茶味會愈來愈濃，愈來愈有味道。如果急於知道劇情，而忽略享受片中的感情，不如看劇透擺了。",negative
講真。話拍得好靚我覺得又冇，好抒情又冇，節奏慢慢慢。高潮亦高唔到去邊。只是一味的慢慢慢。。故事其實簡單。只不過導演用咗倒敘和插敘咁樣拍落整套戲。有小小亂。。。主題不太明確。我唔多like拍成咁的清新文藝片。。。勁一般般的作品,negative
"假如「念念」是一篇800字的作文，張艾嘉大概用了600字來寫引入，只後面200字才是高潮。
當然去看張的戲，從來得的都不會是荷里活式的高潮迭起，而是彷如一條小溪般流動的淡淡情感。然而今次節奏實在太慢太慢了！",negative
完全被片名騙了，似是狗狗反擊戰多一點,negative
"好耐都未試過睇到咁緊張，完全帶到觀眾入戲，雖然小本製作，冇咩大場面，大睇頭！！
但~值得入場既一套好戲👍👍👍",negative
"I didn't expect all the ppl end up dead, scary",negative
拍得唔驚嚇 結尾又兒戲,negative
恐怖氣氛尚可、唯故事性稍弱、結局似強行為下集舖路。,negative
"This movie has brought nothing special to the horror genre. Initially quite interesting, it became predictable and boring as the story progressed. If you have nothing better to do, however, this movie might be a good time-killer for you.",negative
不知所謂,negative
"依家所謂嘅英國片，大部份都有荷里活嘅元素，呢套係少見嘅純英國出產電影。

片長個半鐘多d，導演營造咗一個緊張嘅氣氛，開頭第一場戲雖然反抗嘅規模唔大，但已經好震撼，唔知係唔係巧合，係六月四號上映真係啱晒。

套戲雖然好睇，但有樣野唔係好滿意，中後段男主角被人追殺嘅時候，明知人地有槍，點會仲囉把刀出去架。另外，裏面講嘅英文唔知係舊式英文定係愛爾蘭口音，仲知就唔係幾好聽啦。",negative
The story and the idea is good but the movie is not that good,negative
不過如果對北愛歷史吾太大興復嘅觀眾可能覺得麻麻,negative
睇過影評咁低分已经唔想去睇喱套戏，但又咩嘢戏都睇晒，免为其难去捧下 007 场啦，点知真係讲多过做闷到呕，以前睇金刚既形象係又靓仔又有脑又有型，点知呢个 007 又無用又废柴，成套戯仲闷到瞓着几次，一的刺激同新科技武器都冇，咁唔使惗有咩似样d嘅动作场面…失败。,negative
乜鏡頭？快艇 查車的緊張氣氛都冇，好似主角係路人咁，劇情覺得係冇問題，其實外在條件都準備幾好，唔知點解拍得不夠足夠吸引。,negative
可以看多了007系列，動作，特技，主角依舊高水準，但欠缺亮點，笑點似是強加插賣錶，而且中間有段悶場。,negative
爛到了家還要死頂！南北韓真不愧是同宗！,negative
Not worth that high rating,negative
"非常盗是Magic加大盗, 好出色, 這片是一班身手不凡的跳躍族去盗去偷但片中愛情綫未到位, 大茶飯不緊張, 壞人結局....草草了事, 未至好悶但今晚瞓一覺明天不會記得劇情了",negative
以為好勁，點知個尾爛左,negative
Sleepy movie.,negative
以為會好激，點知咁悶,negative
故事不值一提，整天在街跳跳跳，演技吾得，又卡士，一個字差,negative
成套戲又悶又無驚喜,negative
唔知有無關係 不過睇唔明呢集😰晒左張飛,negative
未上畫之前 睇到trailer  Ｄ刻意驚嚇位 都ok 原來入左場先知原來要睇既trailer 都出哂 p.s 我都好猶疑左—陣 因為個trailer 我係戲院睇 在場班友係全部笑架 好似當年凶鈴甘 班友都係甘笑 因為一Ｄ都唔驚 都係睇番詭屋靈異實錄好過,negative
氣氛係唔錯 不過內有啲唔明,negative
我無說話好講，想悶就去睇！,negative
"垃圾失望到極點
要講粗口😆😂😆😂",negative
Wasting my time,negative
聽個名都唔想睇，媽咪俠做乜勁呢,negative
"馮寶寶事隔N年後再拍新戲，當然值得入場支持，但見到高志森個名又突然疾咗一疾…

睇得出佢想為馮寶寶製造唔同嘅形象，但劇本有好大嘅漏洞，尤其係處理對白方面，有d感覺佢好似控制唔到班演員咁。

其實有班咁嘅演員，套戲應該唔差，但敗就敗係個導演到，可惜…",negative
有曾江，馮寶寶，本應十分期待，可惜劇來凌碎，實在拍得好差,negative
"懶有深度，但只能拍到皮毛！
理解到的⋯就算政治立場冇差異、但是問有一顆叫人去自焚的心嘅人，又如何拍到真正有感情的電影呢？",negative
高導演不如棄影算啦，d 題材已經了無新意。,negative
救命套戲講咩啊，睇唔明.......,negative
高志森。。。。。。。完,negative
WTF？ 咩電影黎啊。,negative
"雖然講咗美國啲衰嘢出黎..
但係真係好紀錄片..
有少少悶..",negative
"Terrible,  no good,  very baf",negative
徐老克你臨老入花叢拍埋d 擦鞋戲，真折墮！,negative
演員演出一流，劇本有張力，十分好看，唯獨結局過份「染紅」，浪費了一個,negative
最後一段睇到我O曬嘴⋯呢個徐克係咪果個徐克？,negative
"初頭見大陸反應咁好，就打算去睇下
中國電影黎講，劇情算新穎
但overall 有d 悶",negative
香港人勿中伏入場,negative
舊戲新拍，别出新裁，演員做得吾錯，梁家輝扮相突出。想當日，中共真心為人民謀幸福!,negative
"劇情緊湊，徐克近期不錯的作品。
很反感哪些凡事政治行先的打手，郁唔郁就話人舔共。毫無貢獻，得把口，有料咪打返大陸，推翻共產黨囉。淨係識做鍵盤打手，搞分化，你同啲大陸五毛有甚麼分別！！！",negative
係男人一定唔會睇⋯女人都叫有D半祼男睇下、同班姊妹笑下。故事？乜有故事咩？,negative
"前半保持到上集水準.  記者角色設計是聰明地精簡了原著情節; 田宮於公園一幕及對白""母親為救你而死"", 同時令主角想起上集佢亞媽(下意識抗拒寄生獸救佢), 主角有番眼淚亦喜亦悲嘅一幕最精彩.

但田宮之後每況愈下.

電影沒展現最強寄生獸如何殲滅整支特種部隊是一敗筆.  記憶中漫畫具體地形容最強如何恐怖(好似係班警察驚到向天台逃亡); 主角在漫畫被佢追殺時描繪得很驚心動魄, 可是電影中太快被追到並完事, 白白浪費營造緊張氣氛視覺較果.  首戰最強後, Skip 咗描繪主角沒有米奇的生活與心境變化又是可惜.

主角與女角發生關係一段 timing 安排得很差, 這幕在電影中並無需要.  與最強最後一戰打鬥不大精彩, 之後在拖戲, 對白冗長卻不精警深刻.

市長一番""遺言"", 聲撕力竭也沒用. 只説沒例子和畫面支持是沒感染力的.  最尾主角向女角說其實佢有埋到隻狗仔, 女角話知道. 喂大佬, 拍番個畫面show 下女角離遠望到主角埋狗同喊, 個效果就出. 但導演就係咁懶只說不做!",negative
成套戲對於我呢個冇睇上集既人黎講係唔錯既，不過導演太貪心想係下半集呢到講晒人文，哲學同環境保護呢啲話題。搞到有啲趕同囫圇吞棗既感覺，同埋係果幾分鐘既床戲對成部戲都冇推動既作用有啲為嬌柔做作既感覺。令到成場戲既層面失色不少。,negative
淨係個名都值五星 但太多博位 減返少少,negative
希望畫質變番以前咁“,negative
Lack of story but the action makes it good enough,negative
"一開始覺得還好，但2兄弟有乜理由為個識左1-2日的大陸妹。。去到咁盡。。太牽強。

劇情預期內，無驚喜，無特別。。。
只係為左睇2個人演技。。。",negative
開頭都幾緊張，好似d野想講 ，睇落去越來越唔make sense，成套戲都係講2個男人保護條大陸妹，2兄弟好似人格分裂。結尾又強行包番個message，搞到9唔搭8。,negative
只可以講純粹為睇演員，劇情一般，細節位又無乜交代到。,negative
"見到巨人覺搞笑
明分拖長來做
太日式節奏唔多buy...

其實係悶的...",negative
"將主角奮鬥嘅動機改頭換面
勁失敗。",negative
未睇過漫畫反而會好d，當佢一般戲睇其實唔錯，但可惜我睇左漫畫，好老實真係唔得，第一日本仔典型驚叫表情同個把死人聲真係好趕客，d男人一d都唔似男人，第二d關係真心改到不倫不類，唔改好過，起碼唔會得罪漫畫客，第三隊長真係好核突，我真係小左好多次，好既係d巨人做得幾好同第一次變巨人既打鬥既有張力，唉，好浪費，俾鬼佬拍好過,negative
我知道真人電影畫面上的刺激是不能和動畫比，所以我更加專注於電影上的故事。但可惜的是故事十分失敗。它硬要把男女主角的關係改變，明明女主角愛著男主角，誓要保護他，但是這片卻改編到女主角心入面只有報仇，十分錯的改編。另外，又硬加上感情線給主角，當主角想和那女人發生關係時，巨人卻吃了那女人，古古怪怪。這是一套失敗的改編，即時故事世界觀有多大，故事意念有多新穎，但是不能好好發揮，原著有多好看都沒有用。,negative
"凡爾賽宮的小風波(A Little Chaos)
17/05/2015
Kate Winslet 可能是本片最大的吸引力，而以她扮演性格獨立鮮明，園藝出眾的17世紀園林設計師De Barra, 肯定手到拿來 。而男角的實力也不弱， Matthias Schoenaerts 演出路易十四的御用設計師Le Notre, 那種温文爾雅，才情洋溢的特質也十分神似。但這是否代表“Little Chaos”是一部出類拔萃的作品？我真的有一點保留。
導演Alan Rickman選對了男女主角, 證明了他的獨到眼光，但這跟他的資深演員背境不無關係。不容否認， 本片的基本劇情發展絕對安排得順暢，由皇宮設計師的競選，到Barra 和 Notre 的惺惺相惜，兩人再共渡時艱， 造就了他們的感情發展，整條主線十分明確。可能是太着意太清晰，令影片光有外表，卻缺乏引人的戲味，更遑論轉折和高潮。片中不乏描述“情”的情節，但總令人有距離感 ，始終未能觸動心靈。
本片有令人目不瑕給的17 世紀宮庭服飾，文縐縐的對白，有安排出色的個别場口。但從整體角度看，卻又不太吸引，這是否導演的能力所限 ?而  Alan 在第一部作品“The Winter Guest"" 後，十多年才有 ""Little Chaos"", 是否已透露了箇中玄機？",negative
女主角又老又唔靚又肥、冇吸引力。,negative
"...it is not the usual commercial film.

Art directions and Kate are about the only attractions. Go and enjoy the film if you like any one of that. Otherwise, skip it. You will feel bored.",negative
節奏緩慢，似藝術片多D，本人太不接受，可能我吾欣賞。,negative
It is very boring,negative
"實驗性作品
完全睇唔明",negative
吾係甘好睇,negative
"如題。借一對母子關係發揮成一套feature film,頭半小時好好睇，但之後還是沒有變化，就開弱了。感覺那個鄰居未有好好用來加強故事層次。",negative
主角為人善良，但為何每次穿鞋変身後總要做壊事呢？(偷，搶，騙)？？不明解讀？？,negative
the twist is unnecessary and the plot is too short!!!!! are these common problems among most sequels of comedy?,negative
"冇乜笑位 劇情麻麻

好似第1集比較好 純粹捧下隻熊仔場",negative
整套戲都講社會嘅壓力，加上人喜歡享樂同貪婪嘅人性所形成嘅故事。睇完我覺得個女主角好慘，為左個大學生付出左咁多，但係個結局就得佢自己一個承受後果。而且睇完之後令我對銀行嘅職員冇晒信心！,negative
